title,user name,date,comments,views,up votes
360° Accident in Lingbi County,Roger_From_England,21/05/2022,4,2830,5
Deadly Head-on Collision In Hangzhou,Roger_From_England,21/05/2022,13,29618,27
Woman dies on the zebra crossing due to looking at her phone and not the road in Zhejiang,Roger_From_England,21/05/2022,7,4294,8
Two motorcyclists were crushed by a car in Guangdong,Roger_From_England,21/05/2022,5,3568,5
Car crashed into a old man In Hechi City,Roger_From_England,21/05/2022,6,2654,6
Thief punished by shooting in the hand,jason2000,21/05/2022,15,25694,17
Motorcyclist has arm ripped off by truck,jason2000,21/05/2022,8,6054,3
Child dies from electric shock,krakenbrutal,21/05/2022,19,8564,13
8-year-old fell into a well and died in Guangdong,Roger_From_England,21/05/2022,6,3630,5
Most Ruthless Breakup You'll See Today,jason2000,21/05/2022,53,135032,71
Man killed in robbery while reacting,jason2000,21/05/2022,17,21196,11
Ukrainian Stugna strike on a Russian TOS-1,krakenbrutal,21/05/2022,15,19336,25
Ukrainian attack with missile launcher,krakenbrutal,21/05/2022,16,24620,39
Man kills himself rather than go to prison,krakenbrutal,21/05/2022,12,15538,15
Pretty girl dies in accident,krakenbrutal,21/05/2022,23,111352,32
Strike OTRK ,lexuss,21/05/2022,20,9974,10
Destruction of headquarters,lexuss,21/05/2022,43,50664,21
Manos Jailhouse Carnage,OSSORRONOPHRIS,21/05/2022,26,103068,54
Man with family problems sets himself on fire,Razzia,20/05/2022,28,34468,33
CCTV Brazil: Hitman Enters Scene with 1 Thing in Mind,jason2000,20/05/2022,16,30642,19
Brutal speed and brutal death,jason2000,20/05/2022,13,11430,6
Transport security mercenary gets what he deserves,RomanCenturion,20/05/2022,13,13414,10
Girl Committed Suicide at a Waterfall,elnino1978,20/05/2022,68,166122,67
Businessman Chased & Hacked To Death (Action & Aftermath) ,BruceLeroy,20/05/2022,38,75960,42
Woman murdered by ex-husband,jason2000,20/05/2022,33,90862,64
MOTORCYCLIST DIES IN BRUTAL ACCIDENT,jason2000,20/05/2022,5,8878,1
Motorcyclist suffers serious accident,jason2000,20/05/2022,6,5960,7
The woman becomes a sandwich,krakenbrutal,20/05/2022,14,8336,9
They set him on fire for thief,krakenbrutal,20/05/2022,17,32828,17
War Compilation.,loic52,20/05/2022,27,99564,80
DAMN: Getting On the Train is Dangerous.,krakenbrutal,20/05/2022,30,39066,34
Friends watch out for the truck,krakenbrutal,20/05/2022,7,3586,5
Friend Never Expected Death.,krakenbrutal,20/05/2022,25,78838,42
Bingo Night Gets Out Of Hand,BruceLeroy,19/05/2022,38,129850,58
Accident in Guangdong,Roger_From_England,19/05/2022,7,2966,8
Viet Worker Gets Rolled Into Machine,InnerInsanity,19/05/2022,79,174892,92
"Motorcyclist crashed into a tree in Mianyang City,",Roger_From_England,19/05/2022,5,3508,7
Man dragged under a truck in Deyang City,Roger_From_England,19/05/2022,7,3942,6
Accident in Guangyuan,Roger_From_England,19/05/2022,9,4818,15
Man was crushed by a car in Fuyang,Roger_From_England,19/05/2022,8,4110,6
A FEW DEAD RUSKIES PART2!,-GIZMO-,19/05/2022,81,193680,174
Zebra crossing Accident in Nanling County,Roger_From_England,19/05/2022,6,2236,3
Motorcyclists collied into a car in Yuancheng District,Roger_From_England,19/05/2022,5,1654,3
Car crashed into a restaurant in Tangshan,Roger_From_England,19/05/2022,6,2102,2
5-year-old hit by a car in Du'an,Roger_From_England,19/05/2022,7,2794,2
One less motherfucker to bother me,jason2000,19/05/2022,8,8400,20
In A Hurry To Her Funeral...,BruceLeroy,19/05/2022,24,43016,36
Ukrainian ATGM destroys on the go. ,nurgeld,19/05/2022,5,11034,12
LASD Releases Surveillance Video of a Fatal Shooting After He Kills a Man and Shoots at Deputies,User404,19/05/2022,22,84000,61
from angry customer to dying customer,elcantodeloco,19/05/2022,17,13176,11
Elderly Woman Gets Stabbed to Death by Her Own Son,Puligore,19/05/2022,26,29014,18
gift for russians,nurgeld,19/05/2022,16,37780,30
Punished by cartel,Razzia,19/05/2022,14,34384,19
Bus Driver Gets Stabbed Multiple Times While Trying To Stop An Armed Thief In The Act.,krakenbrutal,19/05/2022,22,41528,21
Crazy Man Performs Nice Landing,krakenbrutal,19/05/2022,33,72050,42
Suicide of his brother on facebook live,krakenbrutal,19/05/2022,26,22914,25
Man stabbed,krakenbrutal,19/05/2022,3,4798,3
Thug life at the end,jason2000,19/05/2022,21,60652,21
"Shit, what a shock",krakenbrutal,19/05/2022,7,10152,8
another bad day in china,krakenbrutal,19/05/2022,3,7714,3
Together until death,krakenbrutal,19/05/2022,1,11626,4
Acrobatic Show Ends Tragically,krakenbrutal,19/05/2022,51,92962,53
Truck loses control due to failure,krakenbrutal,19/05/2022,6,3852,6
Brutally beaten by her husband,krakenbrutal,19/05/2022,24,49072,28
Men found dead in the mud,krakenbrutal,19/05/2022,2,2722,1
man found dead,krakenbrutal,19/05/2022,5,6952,9
For thief,krakenbrutal,19/05/2022,2,8476,5
man is signed with 4 shots,Puligore,19/05/2022,7,5322,5
"Military police officer kills wife and then takes his own life, ",Puligore,18/05/2022,8,14622,6
CXRPSE - Dead Women III -,MasonCorpse,18/05/2022,79,466352,270
Lunch Interrupted by Assassins.,jason2000,18/05/2022,29,86586,46
The discovery of a dead body in Hyderabad,Roger_From_England,18/05/2022,6,4052,6
Shocking Moment English Man Is Smashed In the Face with a 1kg Dumbbell by Fellow Brit While Lifting,InnerInsanity,18/05/2022,51,259430,89
The Cartel Members Teaching Another Class on Morality,User404,18/05/2022,85,436150,171
mentally challenged man kills two police officers on the road,craniumred,18/05/2022,14,18422,9
Gang Members Finish Off Wounded Rival With Headshots,jason2000,18/05/2022,21,128152,63
Criminal Goes On a Joy Ride. ,throwawaaaaaaaay,18/05/2022,15,24318,15
Thug life at the end,jason2000,18/05/2022,10,9350,11
Boy gets shot in the mouth by police,jason2000,18/05/2022,16,16518,15
Attack on the training center of the Armed Forces of Ukraine in Desna,lexuss,18/05/2022,19,20424,18
Destruction of American howitzers m777,lexuss,18/05/2022,25,22172,9
Hairy man grabbed and cruelly beaten,jason2000,17/05/2022,12,10238,8
Dude Chased and Brutally Killed With a Iron Rod ,InnerInsanity,17/05/2022,44,135690,72
Pictures: Caliphate soldiers kill a spy in Iraq's Kirkuk Province,DeathBeforeDishonor1,17/05/2022,8,21738,6
"Found of a man and dismantling, called by faction",jason2000,17/05/2022,10,17638,10
muscular man dies in serious accident,jason2000,17/05/2022,5,9378,2
man cruelly beaten in a luxury nightclub,jason2000,17/05/2022,12,30452,16
Poor Woman... Straight Carnage on Venezuelan Roadway,User404,17/05/2022,43,186750,113
Recently Released from Jail Man Gunned Down by Two Sicarios,User404,17/05/2022,15,43074,25
 man sets himself on fire for quarrel with wife,jason2000,17/05/2022,14,9166,7
Zigged When He Should've Zagged,BruceLeroy,17/05/2022,36,93524,41
Stupid man was crushed by a truck in Linxiang City,Roger_From_England,17/05/2022,7,3392,2
360° Accident in Hengdong (2 Angles),Roger_From_England,17/05/2022,13,32494,22
"Zebra crossing Accident, man crushed by a car in Anhui",Roger_From_England,17/05/2022,9,2460,2
Man Shot after Dousing Deputy with Fire Extinguisher In Southern Illinois Sheriff’s Office,User404,17/05/2022,36,103752,68
Man died after being ejected from his tricycle in Jiangxi,Roger_From_England,17/05/2022,5,3718,4
180° Accident in Zhejiang,Roger_From_England,17/05/2022,3,2446,3
Man crushed by a car in Changning,Roger_From_England,17/05/2022,5,3094,3
Lynch Mob Shows Zero Mercy For a Criminal,User404,17/05/2022,39,135194,84
hits of a Russian tank on the technique of the Armed Forces of Ukraine,lexuss,17/05/2022,17,33044,22
52-year-old woman died after being crushed by a car in Shandong,Roger_From_England,17/05/2022,5,2592,1
Man run over his 3-year-old grandson legs in Shandong,Roger_From_England,17/05/2022,4,2424,3
Two were crushed by a truck in Zhejiang,Roger_From_England,17/05/2022,2,1910,2
Terrotist attack in nigeria,jason2000,17/05/2022,11,9468,2
Destruction of a large grouping of the Armed Forces of Ukraine,lexuss,17/05/2022,25,18520,13
Cruel Murder at the Pharmacy ,jason2000,17/05/2022,16,35932,15
Ukrainian fighters of the Kharkiv,nurgeld,17/05/2022,20,31584,17
Attack on the positions of the Armed Forces of Ukraine,lexuss,17/05/2022,16,11154,9
Fatal motorcycle accident victims,krakenbrutal,17/05/2022,4,3014,0
"Launch of ""Caliber"" on Ukrainian reserve",lexuss,17/05/2022,7,10226,9
Destruction of the dugout of the Armed Forces of Ukraine,lexuss,17/05/2022,5,15286,8
Survived armed attack,krakenbrutal,17/05/2022,11,15550,10
Artillery Destroys Ukrainian Position,Azarov,17/05/2022,28,58140,41
Newly Released Footage of Officer Involved Shooting In Chicago 2020,TheIsaiahB47,16/05/2022,35,43034,35
Man chased and killed by narco guerrillas,jason2000,16/05/2022,5,9700,8
Fucked With The Wrong Guy,User404,16/05/2022,33,123900,55
New Jersey Cops Shoot Suspect Who Charges at Them With an Axe In His Hand,User404,16/05/2022,33,73174,63
crazy at the wheel,krakenbrutal,16/05/2022,11,7222,10
street show fail,krakenbrutal,16/05/2022,15,8662,9
complition of strikes on the Ukrainian army,CJNG999,16/05/2022,18,19498,21
Russians Make The Same Mistake Routinely,puretone,16/05/2022,20,62810,64
Policeman dies in high-speed collision,jason2000,16/05/2022,7,9926,8
Man stabbed in the neck dies,jason2000,16/05/2022,10,7862,10
Tobago Dancehall Artist Shot and Killed At a Bar In Downtown Scarborough,User404,16/05/2022,32,90956,69
Armed Forces of Ukraine blew up a dam near Avdiivka,lexuss,16/05/2022,17,15114,8
Shooting ,lexuss,16/05/2022,23,93710,28
Destruction of the position of the Armed Forces of Ukraine,lexuss,16/05/2022,12,9304,5
Footage of the destroyed landing of the Armed Forces of Ukraine  ,lexuss,16/05/2022,19,23956,11
Destruction of the command post of the Armed Forces of Ukraine,lexuss,16/05/2022,14,14502,10
"Ukrainian militants flee from the shelling, leaving their dead",lexuss,16/05/2022,14,11782,19
Destruction of the invaders,nurgeld,16/05/2022,17,30628,30
Destruction of objects of the Armed Forces of Ukraine,lexuss,16/05/2022,12,9960,10
The work of a sniper on a grenade launcher of the  Forces of Ukraine,lexuss,16/05/2022,6,19264,8
An argument ended in a shootout,krakenbrutal,16/05/2022,9,9348,12
Fatal Victim Accident,krakenbrutal,16/05/2022,7,4154,4
Man die shot ,krakenbrutal,16/05/2022,6,4758,4
Accident with mechanical game,krakenbrutal,16/05/2022,58,69378,45
Be careful what falls,krakenbrutal,16/05/2022,8,8286,8
"The Bullfighter Ginés Marín, Gored In His First Bull In Las Ventas",jason2000,15/05/2022,47,55682,42
Beauty Of The Head On Crash,jason2000,15/05/2022,116,341284,172
Police Fatally Shoot a Man In the Bronx,User404,15/05/2022,20,35080,26
Playing Hero Backfires For Security Guard,BruceLeroy,15/05/2022,23,54264,42
A car crashed into 4 people in Guang'An,Roger_From_England,15/05/2022,9,3320,5
23-year-old man died in a Accident in Palestine,Roger_From_England,15/05/2022,12,3382,5
Man died in a Accident in Yemen,Roger_From_England,15/05/2022,6,3242,5
Lada-21074 Vs Kia Rio in Kazakhstan,Roger_From_England,15/05/2022,9,3816,6
"43-Year-old woman died by a car in Arzamas, Russia",Roger_From_England,15/05/2022,12,4704,9
"A child died after being crushed by a Suzuki car in Khimki, Russia",Roger_From_England,15/05/2022,7,4316,7
CXRPSE - Dead Women II -,MasonCorpse,15/05/2022,71,378020,281
Zebra crossing Accident in Pujiang County,Roger_From_England,15/05/2022,4,1690,3
Serious accident victims,krakenbrutal,15/05/2022,4,5106,7
Ashole dies from electric shock,krakenbrutal,15/05/2022,16,5764,6
Naked woman jumps to her death,krakenbrutal,15/05/2022,12,11268,5
Loco shoots two people,krakenbrutal,15/05/2022,11,7354,5
The man is shot to death inside his car.,krakenbrutal,15/05/2022,6,3376,4
Man  stabbed,krakenbrutal,15/05/2022,7,6316,3
Hitman does his job,krakenbrutal,15/05/2022,5,4750,4
RUTHLESSNESS: Heart Ripped Out Of Rival Gang Member,jason2000,15/05/2022,47,212158,111
The Most Peaceful Execution You'll See Today,jason2000,15/05/2022,32,220006,108
Woman stabbed,krakenbrutal,15/05/2022,7,7576,5
man dies happy,krakenbrutal,15/05/2022,17,18076,8
"Mass Shooting at a Buffalo, N.Y., Supermarket.",BruceLeroy,14/05/2022,306,3683570,1882
Mass Shooting In Buffalo (Extended Version),BruceLeroy,14/05/2022,242,2446688,2350
" Mass Shooting at a Buffalo, N.Y., Supermarket (Short video & aftermath)",User404,14/05/2022,60,395414,265
Russia Military Parade 2022,-GIZMO-,14/05/2022,26,17012,45
Cops Shoot Fleeing Suspect After He Draws a Gun And Fires at Them,User404,14/05/2022,41,143462,58
Car collied into motorcyclists in Jiangsu,Roger_From_England,14/05/2022,7,4110,7
Child legs crushed by a car in Jiangsu,Roger_From_England,14/05/2022,9,5196,7
Mr. Huang received a Accident in Zhejiang,Roger_From_England,14/05/2022,6,2430,3
FREE TIP: Never Double Cross Someone With A Shotgun ,krakenbrutal,14/05/2022,60,127516,81
Accident in Fangcheng District,Roger_From_England,14/05/2022,5,3300,4
Child hit by a bike in Dazhou City,Roger_From_England,14/05/2022,7,2536,4
Car crashed into A man in Guangdong,Roger_From_England,14/05/2022,11,9136,7
Accident in  Wenzhou,Roger_From_England,14/05/2022,7,2296,6
8-year-old boy hit by a three wheel truck in Qidong County,Roger_From_England,14/05/2022,5,2242,3
360° Accident in Hebei,Roger_From_England,14/05/2022,7,2364,4
Man Stabbed To Death Over Rivalry In Dominican Republic,User404,14/05/2022,14,60734,16
FULL VIDEO: Man Pays The Price For Messing With The Brazilian Faction ,jason2000,14/05/2022,18,52974,31
Couple victims of attempted murder in Brazil,jason2000,14/05/2022,11,39630,19
Taliban Firing Squad Praises The Great ALLAH,krakenbrutal,14/05/2022,14,31060,15
Bodies of fallen soldiers in battle,krakenbrutal,14/05/2022,6,21458,9
The Sharpest Blade You'll Ever Own! (Extended),krakenbrutal,14/05/2022,29,47246,28
Victim of a serious accident has his leg cut off,jason2000,14/05/2022,10,6902,11
Skinny girl beaten by others,jason2000,14/05/2022,19,30524,12
teachings of religion,jason2000,14/05/2022,13,9934,8
Quick shot death,krakenbrutal,14/05/2022,6,7518,5
Man killed by motohitman,krakenbrutal,14/05/2022,4,3376,3
Hitman enters nightclub to do his job,krakenbrutal,14/05/2022,3,6552,3
Man crushed by truck,krakenbrutal,14/05/2022,5,6928,3
Brutal murderer stabbed in the neck,krakenbrutal,14/05/2022,6,6036,9
the ambulance killed him,krakenbrutal,14/05/2022,15,6254,12
Russian Soldier Gets Killed By Ukrainian Drone,TheFriendlyPsychopath,14/05/2022,12,32620,30
Turkish Soldier Gets Obliterated By Kurdish Sniper,TheFriendlyPsychopath,14/05/2022,30,129324,61
New Gopro Killing Of A Turkish Soldier ,TheFriendlyPsychopath,14/05/2022,32,151256,66
"man is executed in front of his family, (BEST QUALITY)",krakenbrutal,13/05/2022,15,16852,20
Party With Friends Interrupted By Masked Assassin In Colombia,User404,13/05/2022,17,45990,24
Shot In The Face Before Saying His Last Words,TheFriendlyPsychopath,13/05/2022,39,168324,75
Man with dyed hair is punished with kicks and a shot in the hand,jason2000,13/05/2022,12,10970,9
Family Assaulting Woman Because She Dated a Non-Muslim,jason2000,13/05/2022,45,103142,37
Bus thief punished by drug dealers,jason2000,13/05/2022,7,12352,7
 Brazil - Woman Shot in the Head at Work (Action & Aftermath) ,jason2000,13/05/2022,44,192358,84
Woman with bloodied face victim of accident in a mud,jason2000,13/05/2022,7,5614,2
"OMG, terrible moment that man is murdered in front of his family (Clean Version) ",jason2000,13/05/2022,7,8086,6
KARMA: Robbery Victim Opens Fire Killing Thieves,jason2000,13/05/2022,16,59280,49
"The Russian main TV channel shows the strikes of the bayraktars, givin",nurgeld,13/05/2022,10,13886,11
two pairs of snipers died,nurgeld,13/05/2022,7,15812,9
The Most Accurate Drone Attack I've Seen,TheFriendlyPsychopath,13/05/2022,20,30850,27
Good Samaritan Takes A Long Stick To Stop Wife Abuser,krakenbrutal,13/05/2022,49,205478,127
woman murdered in cold blood,krakenbrutal,13/05/2022,10,18882,4
Child crushed by reversing car,krakenbrutal,13/05/2022,8,6354,6
plane catches fire,krakenbrutal,13/05/2022,11,7278,5
Affair & Blackmailing Ends In Murder,BruceLeroy,13/05/2022,10,22168,23
Dude turns into torch after accident,krakenbrutal,13/05/2022,10,5882,10
Couple killed in car,krakenbrutal,13/05/2022,5,7902,5
Man Pays The Price For Messing With The Brazilian Faction ,krakenbrutal,13/05/2022,25,118944,71
"Hi man, it's your time to die",krakenbrutal,13/05/2022,9,8668,7
Very Stinky Friend Find,krakenbrutal,13/05/2022,10,5690,4
"Ouch, Jealous Woman Cut Mans Penis off.",krakenbrutal,13/05/2022,19,139644,51
Woman Brutally Beaten and Burned to Death (full video),krakenbrutal,13/05/2022,34,74356,27
"What Goes Up, Must Certainly Come Down",BruceLeroy,12/05/2022,35,58232,57
CXRPSE / Mason - Dead Women Edit,MasonCorpse,12/05/2022,76,340678,218
The bull that loves to fuck his victims,jason2000,12/05/2022,29,75220,61
(Full Video) Man with face destroyed in accident,jason2000,12/05/2022,26,43882,46
Car Of 3 Burnt Alive After Collision With Truck,BruceLeroy,12/05/2022,22,43438,29
Cops Fatally Shoot Armed Man On Church Stair Ledge In Wenatchee,User404,12/05/2022,11,18358,28
Kyiv: Video Shows Russian Soldiers Killing 2 Civilians,User404,12/05/2022,81,186124,76
British Tourist Dies after Plunging from Seventh-Floor Magaluf Hotel Balcony on Mallorca,juanjon,12/05/2022,25,51182,32
Tourist Dies after Jumping Into the Sea at the Malgrats Islands,juanjon,12/05/2022,48,79848,55
Horrific Video: Female Student Beaten To Death and Set Ablaze by Muslim Students,Razzia,12/05/2022,137,348026,116
An argument ends badly,krakenbrutal,12/05/2022,14,11800,6
